index,label,color,shape,chimbeom,beonjim,result
4554,005_014_24,2,1,1,1,0
4555,005_014_3,1,1,1,2,0
4556,005_014_37,2,1,1,1,0
4557,005_014_4,3,1,1,1,0
4558,005_014_5,1,1,1,2,0
4559,005_014_6,1,1,2,2,0
4560,005_014_7,1,1,2,2,0
4561,005_014_8,1,2,2,2,0
4562,005_014_9,1,1,2,2,0
4563,005_015_1,1,1,2,2,0
4564,005_015_10,2,1,1,2,0
4565,005_015_11,2,1,1,2,0
4566,005_015_12,2,1,1,2,0
4567,005_015_13,2,1,1,2,0
4568,005_015_18,2,1,1,2,0
4569,005_015_19,2,1,1,2,0
4570,005_015_2,1,1,3,2,0
4571,005_015_20,2,1,1,2,0
4572,005_015_3,1,1,2,2,0
4573,005_015_4,1,1,2,2,0
4574,005_015_5,1,1,2,2,0
4575,005_015_8,3,1,1,2,0
4576,005_015_9,2,1,1,2,0
4577,005_016_1,3,3,3,1,0
4578,005_016_10,3,1,3,2,0
4579,005_016_11,3,1,3,2,0
4580,005_016_12,1,1,3,2,0
4581,005_016_13,1,1,3,2,0
4582,005_016_14,1,1,3,2,0
4583,005_016_15,3,1,2,1,0
4584,005_016_16,0,1,1,2,0
4585,005_016_17,2,1,3,2,0
4586,005_016_2,1,1,2,2,0
4587,005_016_20,2,1,1,2,0
4588,005_016_22,2,1,1,2,0
4589,005_016_23,2,1,1,1,0
4590,005_016_24,2,1,1,2,0
4591,005_016_26,2,1,1,2,0
4592,005_016_3,3,1,3,2,0
4593,005_016_36,2,1,3,2,0
4594,005_016_4,3,1,3,1,0
4595,005_016_5,3,1,3,2,0
4596,005_016_6,3,1,3,2,0
4597,005_016_65,2,1,1,2,0
4598,005_016_72,0,5,1,2,0
4599,005_016_75,2,1,1,2,0
4600,005_016_76,2,1,1,2,0
4601,005_016_8,3,1,3,2,0
4602,005_016_9,3,2,3,2,0
4603,005_017_1,3,2,3,1,0
4604,005_017_10,2,1,1,2,0
4605,005_017_11,2,1,1,2,0
4606,005_017_12,0,5,1,2,0
4607,005_017_13,2,3,1,2,0
4608,005_017_14,2,1,1,2,0
4609,005_017_21,2,1,1,2,0
4610,005_017_22,3,2,1,2,0
4611,005_017_23,2,1,1,2,0
4612,005_017_24,0,5,1,2,0
4613,005_017_25,2,1,1,2,0
4614,005_017_28,2,1,1,2,0
4615,005_017_3,2,1,3,2,0
4616,005_017_31,2,1,1,2,0
4617,005_017_4,3,2,3,2,0
4618,005_017_41,2,1,1,2,0
4619,005_017_43,2,1,1,2,0
4620,005_017_44,2,3,1,2,0
4621,005_017_45,2,1,1,2,0
4622,005_017_5,1,1,3,2,0
4623,005_017_7,2,1,1,2,0
4624,005_017_8,2,1,1,2,0
4625,005_017_9,2,2,1,2,0
4626,005_018_1,2,3,1,2,0
4627,005_018_10,2,3,1,1,0
4628,005_018_11,2,3,1,1,0
4629,005_018_12,2,3,1,1,0
4630,005_018_13,2,3,1,1,0
4631,005_018_14,2,3,1,1,0
4632,005_018_15,2,3,1,1,0
4633,005_018_16,2,3,1,1,0
4634,005_018_17,1,2,1,2,0
4635,005_018_18,3,1,2,2,0
4636,005_018_2,2,3,1,2,0
4637,005_018_20,2,1,1,2,0
4638,005_018_21,2,3,1,2,0
4639,005_018_22,2,3,1,1,0
4640,005_018_23,2,1,1,1,0
4641,005_018_24,2,1,1,1,0
4642,005_018_25,2,3,1,2,0
4643,005_018_26,2,1,1,2,0
4644,005_018_27,2,3,1,1,0
4645,005_018_28,2,1,1,2,0
4646,005_018_29,0,5,1,2,0
4647,005_018_3,2,3,1,2,0
4648,005_018_30,2,1,1,2,0
4649,005_018_31,2,3,1,2,0
4650,005_018_32,2,3,1,1,0
4651,005_018_4,2,3,1,1,0
4652,005_018_5,2,3,1,1,0
4653,005_018_6,2,3,1,1,0
4654,005_018_7,2,3,1,1,0
4655,005_018_8,2,3,1,1,0
4656,005_018_9,2,3,1,1,0
4657,005_019_13,3,1,2,2,0
4658,005_019_14,2,3,1,1,0
4659,005_019_15,3,1,1,2,0
4660,005_019_16,0,5,1,2,0
4661,005_019_17,0,5,1,2,0
4662,005_019_18,2,1,1,1,0
4663,005_019_19,2,3,1,1,0
4664,005_019_20,2,1,1,2,0
4665,005_019_21,2,1,1,2,0
4666,005_019_22,2,3,1,1,0
4667,005_019_4,3,1,2,2,0
4668,005_019_5,3,1,1,2,0
4669,005_019_6,3,1,2,2,0
4670,005_019_7,1,1,2,2,0
4671,005_019_8,2,1,1,2,0
4672,005_020_1,3,1,2,2,0
4673,005_020_10,2,1,1,2,0
4674,005_020_16,2,1,1,2,0
4675,005_020_2,1,1,1,2,0
4676,005_020_21,2,1,1,2,0
4677,005_020_22,2,1,1,2,0
4678,005_020_31,2,1,1,2,0
4679,005_020_38,2,1,1,2,0
4680,005_020_39,1,1,1,2,0
4681,005_020_4,3,2,2,1,0
4682,005_020_40,3,1,2,1,0
4683,005_020_41,3,1,2,1,0
4684,005_020_5,2,1,1,2,0
4685,005_020_7,3,1,2,1,0
4686,005_020_8,2,1,1,2,0
4687,005_020_9,2,1,1,2,0
4688,005_021_11,2,1,1,2,0
4689,005_021_3,3,1,2,2,0
4690,005_021_43,0,1,1,2,0
4691,005_021_46,2,1,1,2,0
4692,005_021_47,0,5,1,2,0
4693,005_021_48,2,1,1,2,0
4694,005_021_5,2,1,1,2,0
4695,005_022_1,3,2,3,2,0
4696,005_022_10,3,1,2,2,0
4697,005_022_11,1,1,1,2,0
4698,005_022_12,1,1,2,2,0
4699,005_022_13,2,4,3,1,0
4700,005_022_14,1,2,1,2,0
4701,005_022_15,1,1,1,2,0
4702,005_022_16,1,1,3,2,0
4703,005_022_17,1,1,2,2,0
4704,005_022_18,2,1,1,2,0
4705,005_022_19,2,1,1,2,0
4706,005_022_20,2,1,3,2,0
4707,005_022_21,2,1,1,2,0
4708,005_022_22,2,1,1,1,0
4709,005_022_24,2,1,1,2,0
4710,005_022_25,2,1,1,2,0
4711,005_022_27,2,1,1,1,0
4712,005_022_28,2,1,1,1,0
4713,005_022_29,0,1,2,2,0
4714,005_022_31,1,5,1,2,0
4715,005_022_39,0,5,1,2,0
4716,005_022_40,1,5,2,2,0
4717,005_022_41,2,1,1,2,0
4718,005_022_42,2,1,1,2,0
4719,005_022_43,2,1,1,2,0
4720,005_022_44,2,1,1,2,0
4721,005_022_45,2,3,1,1,0
4722,005_022_46,0,5,1,2,0
4723,005_022_47,2,1,1,2,0
4724,005_022_61,2,1,1,1,0
4725,005_022_62,2,1,1,2,0
4726,005_022_63,2,1,1,2,0
4727,005_022_64,2,1,1,2,0
4728,005_022_65,2,3,1,2,0
4729,005_022_66,2,1,1,1,0
4730,005_022_7,1,1,2,2,0
4731,005_022_8,1,1,2,2,0
4732,005_022_9,1,5,2,2,0
4733,005_023_1,3,2,2,1,0
4734,005_023_10,2,1,1,2,0
4735,005_023_11,0,3,1,2,0
4736,005_023_15,3,2,2,1,0
4737,005_023_16,2,1,1,2,0
4738,005_023_17,2,1,1,2,0
4739,005_023_2,3,2,2,1,0
4740,005_023_3,2,1,1,1,0
4741,005_023_4,2,1,1,2,0
4742,005_023_5,0,5,1,2,0
4743,005_023_6,0,3,1,2,0
4744,005_023_7,0,3,1,2,0
4745,005_023_8,2,2,1,2,0
4746,005_023_9,2,1,1,1,0
4747,005_024_1,3,1,3,1,0
4748,005_024_11,3,1,2,1,0
4749,005_024_112,2,1,1,2,0
4750,005_024_113,2,1,1,2,0
4751,005_024_114,2,1,1,2,0
4752,005_024_115,2,1,1,2,0
4753,005_024_117,0,5,1,2,0
4754,005_024_118,0,5,1,2,0
4755,005_024_119,0,5,1,2,0
4756,005_024_12,3,2,2,2,0
4757,005_024_120,0,5,1,2,0
4758,005_024_121,0,5,1,2,0
4759,005_024_122,2,1,1,1,0
4760,005_024_124,2,3,1,1,0
4761,005_024_13,3,2,2,1,0
4762,005_024_14,3,1,2,1,0
4763,005_024_15,1,1,1,2,0
4764,005_024_16,3,1,2,2,0
4765,005_024_17,3,2,2,1,0
4766,005_024_18,3,1,3,1,0
4767,005_024_19,3,2,3,1,0
4768,005_024_2,3,3,3,1,0
4769,005_024_20,3,2,2,1,0
4770,005_024_21,3,2,2,1,0
4771,005_024_22,3,2,2,1,0
4772,005_024_23,3,1,2,1,0
4773,005_024_24,3,1,2,1,0
4774,005_024_25,1,1,3,2,0
4775,005_024_26,1,1,3,2,0
4776,005_024_27,3,2,2,1,0
4777,005_024_28,3,1,3,1,0
4778,005_024_29,3,1,3,1,0
4779,005_024_3,3,2,3,1,0
4780,005_024_30,3,1,2,1,0
4781,005_024_31,3,1,3,1,0
4782,005_024_32,1,1,3,2,0
4783,005_024_33,3,1,2,1,0
4784,005_024_34,3,1,2,1,0
4785,005_024_35,3,2,3,2,0
4786,005_024_36,3,1,3,2,0
4787,005_024_37,3,1,3,1,0
4788,005_024_38,3,2,3,1,0
4789,005_024_39,3,2,3,1,0
4790,005_024_4,3,1,2,1,0
4791,005_024_40,3,4,2,1,0
4792,005_024_41,3,4,3,1,0
4793,005_024_42,3,1,2,1,0
4794,005_024_43,2,1,1,2,0
4795,005_024_44,3,1,3,2,0
4796,005_024_45,3,4,2,1,0
4797,005_024_46,3,1,2,1,0
4798,005_024_47,3,1,3,1,0
4799,005_024_48,3,1,2,1,0
4800,005_024_49,1,1,3,2,0
4801,005_024_5,3,1,3,1,0
4802,005_024_50,3,1,2,2,0
4803,005_024_52,2,1,1,2,0
4804,005_024_53,2,3,1,2,0
4805,005_024_54,2,1,1,2,0
4806,005_024_55,3,1,2,1,0
4807,005_024_57,2,1,1,2,0
4808,005_024_58,0,5,1,2,0
4809,005_024_6,3,3,2,1,0
4810,005_024_65,0,4,1,2,0
4811,005_024_69,0,5,1,2,0
4812,005_024_7,2,2,3,2,0
4813,005_024_70,3,1,2,1,0
4814,005_024_71,2,1,1,2,0
4815,005_024_72,2,1,1,2,0
4816,005_024_73,2,1,1,1,0
4817,005_024_74,2,3,1,2,0
4818,005_024_75,2,1,1,2,0
4819,005_024_9,0,5,1,2,0
4820,006_001_10,2,3,1,1,0
4821,006_001_11,2,1,1,2,0
4822,006_001_23,2,1,1,2,0
4823,006_001_24,2,3,1,1,0
4824,006_001_25,2,3,1,1,0
4825,006_001_26,2,1,1,2,0
4826,006_001_31,2,1,1,2,0
4827,006_001_36,2,1,1,2,0
4828,006_001_37,0,1,1,2,0
4829,006_001_38,2,1,1,2,0
4830,006_001_4,1,2,2,2,0
4831,006_001_9,3,1,2,1,0
4832,006_002_17,1,1,1,2,0
4833,006_002_18,1,1,2,2,0
4834,006_002_19,2,1,1,1,0
4835,006_002_24,0,4,3,2,0
4836,006_002_4,0,4,2,2,0
4837,006_002_43,2,1,1,2,0
4838,006_002_44,2,1,1,2,0
4839,006_002_45,2,1,1,1,0
4840,006_002_47,2,1,1,2,0
4841,006_002_48,2,1,1,2,0
4842,006_002_49,2,1,1,2,0
4843,006_002_50,2,1,1,2,0
4844,006_002_51,2,1,1,2,0
4845,006_002_9,0,4,3,2,0
4846,006_003_1,1,1,3,2,0
4847,006_003_10,2,1,1,1,0
4848,006_003_11,2,3,1,2,0
4849,006_003_13,1,1,3,2,0
4850,006_003_14,2,1,3,2,0
4851,006_003_15,1,1,3,2,0
4852,006_003_16,1,1,3,2,0
4853,006_003_17,3,2,3,1,0
4854,006_003_18,3,2,3,1,0
4855,006_003_19,3,2,2,1,0
4856,006_003_20,2,1,1,2,0
4857,006_003_21,1,1,3,2,0
4858,006_003_22,1,1,3,2,0
4859,006_003_23,2,1,1,2,0
4860,006_003_25,2,1,2,2,0
4861,006_003_26,2,3,1,2,0
4862,006_003_27,2,1,1,2,0
4863,006_003_29,2,1,1,2,0
4864,006_003_30,2,1,1,2,0
4865,006_003_34,2,1,1,1,0
4866,006_003_6,1,1,1,2,0
4867,006_003_7,2,1,1,2,0
4868,006_003_72,0,4,2,2,0
4869,006_003_78,2,1,1,2,0
4870,006_003_79,2,3,1,2,0
4871,006_003_80,3,2,1,2,0
4872,006_003_84,2,1,1,2,0
4873,006_003_85,2,1,1,2,0
4874,006_003_86,2,1,1,2,0
4875,006_003_87,2,1,1,2,0
4876,006_003_88,2,3,1,2,0
4877,006_003_9,3,1,3,1,0
4878,006_004_2,1,1,2,2,0
4879,006_004_28,2,1,1,1,0
4880,006_004_3,2,3,1,1,0
4881,006_004_6,2,2,1,4,0
4882,006_004_60,1,1,1,2,0
4883,006_004_7,3,1,2,1,0
4884,006_004_77,2,3,1,2,0
4885,006_004_78,2,2,1,4,0
4886,006_004_79,2,1,1,2,0
4887,006_004_9,2,3,1,4,0
4888,006_005_1,1,1,3,2,0
4889,006_005_10,2,1,1,2,0
4890,006_005_12,2,1,1,1,0
4891,006_005_14,2,1,1,0,0
4892,006_005_15,2,1,1,2,0
4893,006_005_16,2,1,1,2,0
4894,006_005_17,2,1,1,2,0
4895,006_005_2,1,1,2,2,0
4896,006_005_3,1,1,2,2,0
4897,006_005_30,2,1,1,2,0
4898,006_005_31,2,1,3,2,0
4899,006_005_35,2,1,1,2,0
4900,006_005_36,2,1,1,1,0
4901,006_005_4,1,1,2,2,0
4902,006_005_5,1,1,2,2,0
4903,006_005_6,1,1,3,2,0
4904,006_005_7,3,1,3,2,0
4905,006_005_8,3,1,2,2,0
4906,006_005_9,1,1,2,2,0
4907,006_006_1,2,1,1,2,0
4908,006_006_11,2,1,1,2,0
4909,006_006_12,0,1,1,2,0
4910,006_006_14,2,1,1,2,0
4911,006_006_16,2,1,1,2,0
4912,006_006_18,2,1,1,2,0
4913,006_006_19,2,3,1,1,0
4914,006_006_2,2,1,1,2,0
4915,006_006_3,1,1,1,2,0
4916,006_006_4,1,1,2,2,0
4917,006_006_5,3,1,1,2,0
4918,006_006_7,2,1,1,2,0
4919,006_007_1,1,3,2,1,0
4920,006_007_10,1,1,3,2,0
4921,006_007_11,2,1,1,2,0
4922,006_007_14,2,1,1,2,0
4923,006_007_15,2,1,1,2,0
4924,006_007_16,2,1,1,2,0
4925,006_007_17,2,1,1,1,0
4926,006_007_25,2,1,1,2,0
4927,006_007_28,2,1,1,2,0
4928,006_007_29,2,1,1,2,0
4929,006_007_3,1,1,2,2,0
4930,006_007_4,2,1,3,2,0
4931,006_007_5,1,1,3,2,0
4932,006_007_6,1,1,3,2,0
4933,006_007_7,1,1,3,2,0
4934,006_007_8,1,1,3,2,0
4935,006_007_9,3,1,3,2,0
4936,006_008_1,1,2,1,2,0
4937,006_008_14,3,3,2,1,0
4938,006_008_15,2,1,1,1,0
4939,006_008_16,2,1,1,2,0
4940,006_008_17,2,1,1,2,0
4941,006_008_18,2,1,1,2,0
4942,006_008_19,2,1,1,2,0
4943,006_008_2,1,2,1,2,0
4944,006_008_20,2,1,1,2,0
4945,006_008_21,2,1,1,1,0
4946,006_008_22,2,1,1,2,0
4947,006_008_23,2,1,1,2,0
4948,006_008_24,2,1,1,2,0
4949,006_008_3,1,3,2,3,0
4950,006_008_4,2,1,1,2,0
4951,006_008_5,2,1,1,2,0
4952,006_008_6,2,1,1,2,0
4953,006_008_7,2,1,1,1,0
4954,006_008_8,2,1,1,2,0
4955,006_008_9,2,1,1,1,0
4956,006_009_1,3,2,3,1,0
4957,006_009_10,2,1,3,2,0
4958,006_009_11,1,1,3,2,0
4959,006_009_12,1,1,3,2,0
4960,006_009_13,1,1,3,2,0
4961,006_009_15,0,5,1,2,0
4962,006_009_16,0,5,1,2,0
4963,006_009_17,2,1,1,2,0
4964,006_009_18,2,1,1,2,0
4965,006_009_19,0,5,1,2,0
4966,006_009_2,0,1,2,2,0
4967,006_009_21,0,5,1,2,0
4968,006_009_25,0,5,1,2,0
4969,006_009_26,2,1,1,2,0
4970,006_009_27,1,1,2,2,0
4971,006_009_28,2,1,1,2,0
4972,006_009_3,1,1,2,2,0
4973,006_009_4,1,1,1,2,0
4974,006_009_5,1,1,3,2,0
4975,006_009_6,0,1,3,2,0
4976,006_009_7,1,1,3,2,0
4977,006_009_8,0,1,3,2,0
4978,006_009_9,2,1,1,2,0
4979,006_010_1,0,5,1,2,0
4980,006_010_10,0,5,1,2,0
4981,006_010_11,0,5,1,2,0
4982,006_010_12,1,5,1,2,0
4983,006_010_13,1,5,1,2,0
4984,006_010_14,1,1,2,2,0
4985,006_010_149,2,1,1,2,0
4986,006_010_15,1,1,1,2,0
4987,006_010_16,2,3,1,2,0
4988,006_010_17,1,5,1,2,0
4989,006_010_18,1,1,3,2,0
4990,006_010_183,0,1,1,2,0
4991,006_010_19,2,1,1,2,0
4992,006_010_198,2,1,1,2,0
4993,006_010_2,0,5,1,2,0
4994,006_010_20,2,1,1,2,0
4995,006_010_203,1,5,1,2,0
4996,006_010_204,2,1,1,2,0
4997,006_010_205,2,3,1,2,0
4998,006_010_206,2,3,1,2,0
4999,006_010_207,2,3,1,2,0
5000,006_010_208,2,3,1,2,0
5001,006_010_209,0,5,1,2,0
5002,006_010_21,2,3,1,2,0
5003,006_010_210,0,5,1,2,0
5004,006_010_211,0,5,1,2,0
5005,006_010_212,0,5,1,2,0
5006,006_010_213,0,5,1,2,0
5007,006_010_214,0,5,1,2,0
5008,006_010_215,0,5,1,2,0
5009,006_010_216,0,5,1,2,0
5010,006_010_217,0,5,1,2,0
5011,006_010_218,1,5,1,2,0
5012,006_010_22,2,3,1,2,0
5013,006_010_23,2,3,1,2,0
5014,006_010_24,2,3,1,2,0
5015,006_010_25,0,5,1,2,0
5016,006_010_26,2,1,1,2,0
5017,006_010_27,2,3,1,2,0
5018,006_010_28,2,3,1,2,0
5019,006_010_29,2,3,1,2,0
5020,006_010_3,1,5,1,2,0
5021,006_010_30,0,1,2,2,0
5022,006_010_32,2,1,1,1,0
5023,006_010_33,2,1,1,2,0
5024,006_010_34,0,5,1,2,0
5025,006_010_35,0,5,1,2,0
5026,006_010_36,0,5,1,2,0
5027,006_010_37,0,5,1,2,0
5028,006_010_38,0,5,1,2,0
5029,006_010_4,0,5,1,2,0
5030,006_010_40,2,3,1,2,0
5031,006_010_41,2,1,1,2,0
5032,006_010_42,2,1,1,2,0
5033,006_010_43,0,5,1,2,0
5034,006_010_44,0,5,1,2,0
5035,006_010_45,0,5,1,2,0
5036,006_010_46,0,5,1,2,0
5037,006_010_47,0,5,1,2,0
5038,006_010_48,0,5,1,2,0
5039,006_010_49,1,5,1,2,0
5040,006_010_5,0,5,1,2,0
5041,006_010_50,0,5,1,2,0
5042,006_010_51,0,5,1,2,0
5043,006_010_52,0,5,1,2,0
5044,006_010_53,0,5,1,2,0
5045,006_010_54,0,5,1,2,0
5046,006_010_55,0,5,1,2,0
5047,006_010_56,0,5,1,2,0
5048,006_010_57,0,5,1,2,0
5049,006_010_58,0,5,1,2,0
5050,006_010_59,0,5,1,2,0
5051,006_010_6,0,5,1,2,0
5052,006_010_60,2,1,1,2,0
5053,006_010_61,2,1,1,2,0
5054,006_010_64,2,1,1,2,0
5055,006_010_66,2,1,1,2,0
5056,006_010_67,0,5,1,2,0
5057,006_010_68,0,5,1,2,0
5058,006_010_69,0,5,1,2,0
5059,006_010_7,0,5,1,2,0
5060,006_010_70,0,5,1,2,0
5061,006_010_71,0,5,1,2,0
5062,006_010_72,0,5,1,2,0
5063,006_010_73,0,5,1,2,0
5064,006_010_74,1,5,1,2,0
5065,006_010_75,1,5,1,2,0
5066,006_010_76,0,5,1,2,0
5067,006_010_77,2,1,1,1,0
5068,006_010_78,2,1,1,2,0
5069,006_010_79,0,5,1,2,0
5070,006_010_8,0,5,1,2,0
5071,006_010_80,0,5,1,2,0
5072,006_010_81,2,1,1,1,0
5073,006_010_9,0,5,1,2,0
5074,006_010_91,0,5,1,2,0
5075,006_011_1,1,1,3,2,0
5076,006_011_10,1,1,3,2,0
5077,006_011_11,1,1,3,2,0
5078,006_011_12,0,5,1,2,0
5079,006_011_13,0,5,1,2,0
5080,006_011_15,2,1,1,2,0
5081,006_011_16,2,1,1,2,0
5082,006_011_17,0,5,1,2,0
5083,006_011_18,0,5,1,2,0
5084,006_011_2,0,5,1,2,0
5085,006_011_22,0,5,1,2,0
5086,006_011_25,0,5,1,2,0
5087,006_011_26,2,1,1,2,0
5088,006_011_27,2,1,1,2,0
5089,006_011_28,0,5,1,2,0
5090,006_011_29,0,5,1,2,0
5091,006_011_3,0,5,1,2,0
5092,006_011_37,2,1,1,2,0
5093,006_011_39,0,5,1,2,0
5094,006_011_4,3,1,2,2,0
5095,006_011_40,0,5,1,2,0
5096,006_011_41,2,1,1,2,0
5097,006_011_42,2,1,1,2,0
5098,006_011_5,3,1,2,2,0
5099,006_011_6,2,1,1,2,0
5100,006_011_7,1,2,3,2,0
5101,006_011_8,3,1,3,2,0
5102,006_011_9,2,3,1,2,0
5103,006_012_1,1,1,3,2,0
5104,006_012_10,2,1,1,2,0
5105,006_012_11,3,1,3,2,0
5106,006_012_13,1,1,3,2,0
5107,006_012_14,1,1,3,2,0
5108,006_012_15,3,4,3,1,0
5109,006_012_16,2,1,1,2,0
5110,006_012_17,2,1,1,1,0
5111,006_012_18,2,1,1,2,0
5112,006_012_19,2,1,1,2,0
5113,006_012_20,0,5,1,2,0
5114,006_012_21,2,1,1,1,0
5115,006_012_25,2,1,1,2,0
5116,006_012_26,0,5,1,2,0
5117,006_012_27,0,1,1,2,0
5118,006_012_3,2,1,1,4,0
5119,006_012_4,1,1,2,1,0
5120,006_012_5,1,1,2,2,0
5121,006_012_6,0,5,1,2,0
5122,006_012_7,0,1,3,2,0
5123,006_012_8,2,1,1,1,0
5124,006_012_9,1,1,3,2,0
5125,006_013_1,1,1,3,2,0
5126,006_013_10,1,3,1,1,0
5127,006_013_11,1,1,1,2,0
5128,006_013_115,1,2,1,1,0
5129,006_013_116,1,2,1,1,0
5130,006_013_117,1,2,1,1,0
5131,006_013_12,2,1,1,2,0
5132,006_013_13,2,1,1,2,0
5133,006_013_14,2,1,1,2,0
5134,006_013_15,2,1,1,1,0
5135,006_013_17,2,1,1,2,0
5136,006_013_2,1,2,1,1,0
5137,006_013_20,0,5,1,2,0
5138,006_013_21,2,1,1,2,0
5139,006_013_22,2,1,1,2,0
5140,006_013_23,2,1,1,2,0
5141,006_013_28,2,1,1,2,0
5142,006_013_3,2,2,3,1,0
5143,006_013_4,2,1,3,1,0
5144,006_013_5,1,1,3,2,0
5145,006_013_6,1,1,3,2,0
5146,006_013_7,2,1,1,2,0
5147,006_013_9,3,4,2,1,0
5148,006_014_10,2,4,3,2,0
5149,006_014_11,1,1,2,2,0
5150,006_014_15,2,1,1,1,0
5151,006_014_2,1,1,3,2,0
5152,006_014_23,2,1,1,2,0
5153,006_014_26,2,1,1,2,0
5154,006_014_27,2,1,1,2,0
5155,006_014_3,2,1,1,1,0
5156,006_014_36,2,1,1,2,0
5157,006_014_39,2,1,1,1,0
5158,006_014_4,1,1,3,2,0
5159,006_014_41,1,1,2,2,0
5160,006_014_5,1,1,3,2,0
5161,006_014_59,2,1,1,1,0
5162,006_014_6,1,1,3,2,0
5163,006_014_8,1,1,3,2,0
5164,006_014_9,2,1,1,1,0
5165,006_015_1,2,1,1,4,0
5166,006_015_10,0,5,1,2,0
5167,006_015_12,2,1,1,1,0
5168,006_015_14,0,5,1,2,0
5169,006_015_15,0,5,1,2,0
5170,006_015_16,0,5,1,2,0
5171,006_015_17,0,5,1,2,0
5172,006_015_18,2,1,1,2,0
5173,006_015_19,0,5,1,2,0
5174,006_015_2,0,5,1,2,0
5175,006_015_20,0,5,1,2,0
5176,006_015_21,0,5,1,2,0
5177,006_015_23,2,1,1,1,0
5178,006_015_24,2,1,1,2,0
5179,006_015_25,2,3,1,1,0
5180,006_015_26,2,1,1,2,0
5181,006_015_27,0,5,1,2,0
5182,006_015_28,0,5,1,2,0
5183,006_015_29,0,5,1,2,0
5184,006_015_3,2,1,1,2,0
5185,006_015_30,0,5,1,2,0
5186,006_015_31,0,5,1,2,0
5187,006_015_32,0,5,1,2,0
5188,006_015_33,0,5,1,2,0
5189,006_015_34,0,5,1,2,0
5190,006_015_35,0,5,1,2,0
5191,006_015_37,0,5,1,2,0
5192,006_015_38,0,5,1,2,0
5193,006_015_39,2,1,1,1,0
5194,006_015_4,0,5,1,2,0
5195,006_015_40,0,5,1,2,0
5196,006_015_5,0,5,1,2,0
5197,006_015_6,0,5,1,2,0
5198,006_015_7,0,5,1,2,0
5199,006_015_8,0,5,1,2,0
5200,006_015_9,0,5,1,2,0
5201,006_016_1,0,5,1,2,0
5202,006_016_10,1,1,2,2,0
5203,006_016_11,1,1,2,2,0
5204,006_016_12,2,5,1,2,0
5205,006_016_14,1,2,1,1,0
5206,006_016_15,0,4,2,2,0
5207,006_016_17,0,5,1,2,0
5208,006_016_18,3,4,2,1,0
5209,006_016_2,0,5,1,2,0
5210,006_016_23,0,5,1,2,0
5211,006_016_24,1,2,1,1,0
5212,006_016_25,0,5,1,2,0
5213,006_016_26,0,5,1,2,0
5214,006_016_27,0,5,1,2,0
5215,006_016_28,1,5,1,2,0
5216,006_016_29,1,5,1,2,0
5217,006_016_3,0,5,1,2,0
5218,006_016_30,0,5,1,2,0
5219,006_016_32,0,5,1,2,0
5220,006_016_33,0,5,1,2,0
5221,006_016_34,0,5,1,2,0
5222,006_016_35,0,5,1,2,0
5223,006_016_36,0,5,1,2,0
5224,006_016_4,0,5,1,2,0
5225,006_016_5,3,2,1,1,0
5226,006_016_6,3,2,1,1,0
5227,006_016_7,3,2,1,1,0
5228,006_016_79,1,1,1,0,0
5229,006_016_8,3,2,2,1,0
5230,006_016_85,1,2,1,1,0
5231,006_016_86,1,2,1,0,0
5232,006_016_87,0,5,1,2,0
5233,006_016_88,0,5,1,2,0
5234,006_016_89,0,5,1,2,0
5235,006_016_9,1,2,1,1,0
5236,006_016_90,0,5,1,2,0
5237,006_016_91,0,5,1,2,0
5238,006_016_92,0,5,1,2,0
5239,006_016_93,0,5,1,2,0
5240,006_016_94,0,5,1,2,0
5241,006_016_95,0,5,1,2,0
5242,006_016_96,0,5,1,2,0
5243,006_016_97,0,5,1,2,0
5244,006_016_99,2,1,1,2,0
5245,006_017_1,1,1,3,2,0
5246,006_017_10,3,4,2,1,0
5247,006_017_11,3,4,2,1,0
5248,006_017_12,3,4,2,1,0
5249,006_017_13,3,4,2,1,0
5250,006_017_14,3,4,2,1,0
5251,006_017_15,2,1,3,1,0
5252,006_017_16,3,4,2,1,0
5253,006_017_17,3,4,2,1,0
5254,006_017_18,3,4,2,1,0
5255,006_017_19,0,4,3,2,0
5256,006_017_2,1,1,2,2,0
5257,006_017_20,3,4,2,1,0
5258,006_017_21,3,1,3,1,0
5259,006_017_23,3,4,2,1,0
5260,006_017_24,3,4,2,1,0
5261,006_017_25,3,4,2,1,0
5262,006_017_26,2,3,1,1,0
5263,006_017_27,3,1,2,1,0
5264,006_017_28,3,1,2,1,0
5265,006_017_29,3,2,2,1,0
5266,006_017_3,1,1,3,2,0
5267,006_017_30,3,2,2,1,0
5268,006_017_31,3,3,2,1,0
5269,006_017_32,3,1,3,2,0
5270,006_017_33,3,2,3,1,0
5271,006_017_34,3,4,2,1,0
5272,006_017_35,3,4,2,1,0
5273,006_017_36,3,2,3,1,0
5274,006_017_37,3,2,3,1,0
5275,006_017_38,3,2,3,1,0
5276,006_017_4,1,1,3,2,0
5277,006_017_40,3,2,3,1,0
5278,006_017_41,3,2,3,1,0
5279,006_017_43,1,1,3,2,0
5280,006_017_44,3,2,2,1,0
5281,006_017_45,3,2,2,1,0
5282,006_017_46,3,2,2,2,0
5283,006_017_47,3,2,2,1,0
5284,006_017_48,2,1,1,2,0
5285,006_017_50,2,1,1,2,0
5286,006_017_51,0,5,1,2,0
5287,006_017_6,1,2,3,2,0
5288,006_017_61,2,3,1,1,0
